paper_id,author_id
paper_140,author_869
paper_140,author_870
paper_140,author_871
paper_141,author_872
paper_141,author_873
paper_141,author_874
paper_141,author_875
paper_141,author_876
paper_142,author_877
paper_143,author_878
paper_144,author_879
paper_144,author_880
paper_144,author_881
paper_145,author_882
paper_145,author_883
paper_145,author_884
paper_145,author_885
paper_145,author_295
paper_145,author_886
paper_145,author_887
paper_146,author_888
paper_146,author_889
paper_146,author_760
paper_146,author_890
paper_146,author_891
paper_146,author_892
paper_146,author_893
paper_147,author_894
paper_147,author_895
paper_147,author_896
paper_148,author_897
paper_148,author_542
paper_148,author_898
paper_148,author_680
paper_148,author_899
paper_149,author_900
paper_149,author_901
paper_149,author_902
paper_149,author_903
paper_149,author_904
paper_149,author_905
paper_149,author_906
paper_149,author_907
paper_149,author_908
paper_149,author_909
paper_149,author_910
paper_150,author_911
paper_150,author_912
paper_150,author_913
paper_150,author_914
paper_150,author_915
paper_151,author_916
paper_151,author_917
paper_151,author_918
paper_151,author_919
paper_151,author_920
paper_151,author_921
paper_151,author_652
paper_151,author_43
paper_152,author_922
paper_152,author_923
paper_153,author_924
paper_153,author_925
paper_153,author_926
paper_153,author_927
paper_153,author_928
paper_154,author_929
paper_154,author_930
paper_155,author_931
paper_155,author_932
paper_155,author_933
paper_156,author_934
paper_156,author_935
paper_156,author_936
paper_156,author_937
paper_156,author_938
paper_156,author_939
paper_156,author_940
paper_157,author_941
paper_157,author_942
paper_157,author_943
paper_157,author_944
paper_157,author_945
paper_157,author_946
paper_157,author_947
paper_158,author_948
paper_158,author_949
paper_158,author_950
paper_158,author_951
paper_159,author_952
paper_159,author_953
paper_159,author_954
paper_159,author_955
paper_159,author_494
paper_159,author_371
paper_159,author_956
paper_159,author_957
paper_160,author_958
paper_160,author_959
paper_161,author_960
paper_161,author_961
paper_161,author_962
paper_162,author_963
paper_162,author_964
paper_162,author_864
paper_162,author_965
paper_162,author_966
paper_162,author_967
paper_163,author_968
paper_163,author_969
paper_163,author_970
paper_163,author_971
paper_163,author_972
paper_163,author_973
paper_163,author_974
paper_163,author_975
paper_163,author_976
paper_163,author_977
paper_163,author_978
paper_163,author_979
paper_163,author_980
paper_163,author_981
paper_163,author_982
paper_163,author_983
paper_163,author_984
paper_163,author_985
paper_163,author_986
paper_163,author_987
paper_163,author_988
paper_163,author_989
paper_163,author_990
paper_163,author_991
paper_163,author_992
paper_163,author_993
paper_164,author_994
paper_164,author_995
paper_164,author_996
paper_164,author_997
paper_164,author_998
paper_164,author_999
paper_165,author_1000
paper_165,author_1001
paper_165,author_1002
paper_165,author_1003
paper_166,author_1004
paper_166,author_479
paper_166,author_510
paper_166,author_40
paper_166,author_494
paper_167,author_1005
paper_167,author_1006
paper_167,author_1007
paper_167,author_1008
paper_167,author_972
paper_167,author_1009
paper_167,author_1010
paper_167,author_1011
paper_168,author_1012
paper_168,author_1013
paper_168,author_1014
paper_168,author_1015
paper_168,author_1016
paper_168,author_1017
paper_168,author_1018
paper_168,author_1019
paper_168,author_1020
paper_168,author_1021
paper_169,author_1022
paper_169,author_1023
paper_169,author_1024
paper_169,author_1025
paper_169,author_1026
paper_169,author_1027
paper_170,author_1028
paper_170,author_1029
paper_170,author_1030
paper_170,author_1031
paper_170,author_1032
paper_170,author_1033
paper_171,author_1034
paper_171,author_1035
paper_171,author_1036
paper_172,author_1037
paper_172,author_1038
paper_172,author_1039
paper_172,author_1040
paper_172,author_682
paper_172,author_1041
paper_172,author_1042
paper_173,author_1043
paper_173,author_1044
paper_173,author_1045
paper_173,author_1046
paper_174,author_1047
paper_174,author_1048
paper_175,author_1049
paper_175,author_638
paper_175,author_1050
paper_175,author_1051
paper_175,author_1052
paper_175,author_1053
paper_175,author_1054
paper_175,author_641
paper_176,author_1055
paper_176,author_1056
paper_176,author_1057
paper_176,author_484
paper_176,author_1058
paper_176,author_508
paper_177,author_1059
paper_178,author_1060
paper_178,author_602
paper_178,author_600
paper_178,author_1061
paper_178,author_1062
paper_178,author_604
paper_178,author_530
paper_179,author_1063
paper_179,author_1064
paper_179,author_1065
paper_179,author_1066
paper_179,author_1067
paper_179,author_350
paper_179,author_631
paper_180,author_1068
paper_180,author_1069
paper_180,author_1070
paper_180,author_1071
paper_180,author_1072
paper_180,author_1073
paper_180,author_1074
paper_180,author_1075
paper_181,author_1076
paper_181,author_1077
paper_182,author_1078
paper_182,author_1079
paper_182,author_1080
paper_182,author_1081
paper_182,author_1082
paper_182,author_1083
paper_182,author_1084
paper_182,author_1085
paper_183,author_1086
paper_183,author_1087
paper_183,author_1088
paper_183,author_1089
paper_183,author_1090
paper_184,author_1091
paper_184,author_1092
paper_184,author_1093
paper_184,author_1094
paper_184,author_1095
paper_184,author_1096
paper_184,author_1097
paper_184,author_1098
paper_184,author_1099
paper_184,author_1100
paper_184,author_1101
paper_184,author_1102
paper_185,author_1103
paper_185,author_1104
paper_185,author_1105
paper_185,author_1106
paper_186,author_1107
paper_186,author_1108
paper_186,author_1109
paper_187,author_1110
paper_187,author_1111
paper_187,author_1112
paper_187,author_647
paper_188,author_1113
paper_188,author_1114
paper_188,author_1115
paper_189,author_1116
paper_189,author_1117
paper_189,author_1118
paper_189,author_1119
paper_189,author_1120
paper_189,author_1121
paper_190,author_1122
paper_190,author_1123
paper_190,author_1124
paper_190,author_1125
paper_190,author_1126
paper_190,author_1127
paper_190,author_1128
paper_190,author_1129
paper_190,author_1130
paper_190,author_626
paper_191,author_1131
paper_191,author_1132
paper_191,author_1133
paper_191,author_1134
paper_191,author_1135
paper_191,author_1136
paper_191,author_1137
paper_191,author_1138
paper_191,author_1139
paper_191,author_1140
paper_191,author_1141
paper_191,author_1142
paper_191,author_1143
paper_192,author_1144
paper_192,author_1145
paper_192,author_1146
paper_192,author_1147
paper_192,author_1148
paper_193,author_1149
paper_193,author_1150
paper_193,author_1151
paper_193,author_1152
paper_193,author_1153
paper_193,author_1154
paper_193,author_1155
paper_194,author_555
paper_194,author_1156
paper_194,author_1157
paper_194,author_1158
paper_194,author_556
paper_194,author_557
paper_195,author_1159
paper_195,author_1160
paper_195,author_1161
paper_195,author_1162
paper_195,author_1163
paper_195,author_1164
paper_195,author_1165
paper_196,author_1166
paper_196,author_1167
paper_197,author_1168
paper_197,author_1169
paper_197,author_1170
paper_198,author_1171
paper_198,author_1172
paper_198,author_1173
paper_198,author_1174
paper_199,author_1175
paper_199,author_1176
paper_199,author_1177
paper_199,author_1178
paper_199,author_1179
paper_199,author_1180
paper_200,author_1181
paper_200,author_1182
paper_200,author_1183
paper_200,author_1184
paper_200,author_1185
paper_200,author_1186
paper_200,author_1187
paper_200,author_114
paper_201,author_1188
paper_201,author_1189
paper_201,author_1190
paper_201,author_1191
paper_202,author_1192
paper_202,author_1193
paper_202,author_1194
paper_202,author_1195
paper_202,author_1196
paper_202,author_1197
paper_202,author_1198
paper_203,author_1199
paper_203,author_1200
paper_203,author_479
paper_203,author_1201
paper_203,author_1202
paper_203,author_1203
paper_204,author_220
paper_204,author_373
paper_204,author_372
paper_205,author_1204
paper_205,author_1205
paper_205,author_1206
paper_206,author_1207
paper_206,author_1208
paper_206,author_1209
paper_206,author_1210
paper_206,author_1211
paper_207,author_1212
paper_208,author_1213
paper_208,author_1214
paper_208,author_1215
paper_209,author_1216
paper_209,author_1217
paper_209,author_1218
paper_209,author_1219
paper_210,author_1060
paper_210,author_1220
paper_210,author_1221
paper_210,author_1222
paper_210,author_1223
paper_210,author_1061
paper_210,author_208
paper_210,author_1224
paper_210,author_530
paper_211,author_1225
paper_211,author_1226
paper_211,author_1227
paper_211,author_1228
paper_212,author_1229
paper_212,author_1230
paper_212,author_1231
paper_212,author_1232
paper_212,author_1233
paper_212,author_1234
paper_213,author_920
paper_213,author_921
paper_214,author_1235
paper_214,author_1236
paper_214,author_1237
paper_214,author_1238
paper_214,author_1239
paper_215,author_1240
paper_215,author_1241
paper_216,author_1242
paper_216,author_1243
paper_216,author_1244
paper_216,author_1245
paper_216,author_1246
paper_217,author_1247
paper_217,author_1248
paper_217,author_1249
paper_217,author_1250
paper_217,author_1251
paper_217,author_1252
paper_217,author_1253
paper_218,author_1254
paper_218,author_1255
paper_219,author_1256
paper_219,author_1257
paper_219,author_1258
paper_219,author_1259
paper_219,author_1260
paper_219,author_1261
paper_220,author_1262
paper_220,author_1263
paper_220,author_1264
paper_220,author_1265
paper_220,author_1266
paper_221,author_1267
paper_221,author_1268
paper_221,author_1269
paper_221,author_1270
paper_221,author_643
paper_221,author_1271
paper_221,author_1044
paper_221,author_1272
paper_221,author_647
paper_221,author_1273
paper_222,author_1051
paper_222,author_1274
paper_222,author_1275
paper_222,author_1276
paper_222,author_1277
paper_222,author_1278
paper_222,author_1279
paper_222,author_1280
paper_222,author_1281
paper_222,author_641
paper_223,author_1282
paper_223,author_1283
paper_224,author_1284
paper_224,author_609
paper_224,author_1285
paper_224,author_1286
paper_224,author_1287
paper_224,author_611
paper_224,author_1288
paper_224,author_1289
paper_224,author_1290
paper_225,author_1291
paper_225,author_1292
paper_225,author_1293
paper_225,author_1294
paper_225,author_1295
paper_226,author_1296
paper_226,author_1297
paper_226,author_1298
paper_226,author_1299
paper_226,author_1300
paper_227,author_1301
paper_227,author_1302
paper_227,author_1303
paper_227,author_1304
paper_228,author_1305
paper_228,author_1306
paper_228,author_1307
paper_229,author_1189
paper_229,author_1308
paper_229,author_1309
paper_229,author_1188
paper_229,author_1310
paper_229,author_1311
paper_229,author_1312
paper_229,author_1313
paper_229,author_1314
paper_229,author_1315
paper_229,author_369
paper_229,author_1316
paper_230,author_1246
paper_230,author_1242
paper_230,author_1244
paper_230,author_1317
paper_230,author_1243
paper_231,author_1318
paper_231,author_1319
paper_231,author_1320
paper_231,author_569
paper_231,author_1321
paper_232,author_1322
paper_232,author_1323
paper_232,author_1324
paper_232,author_369
paper_233,author_1325
paper_233,author_1314
paper_233,author_1310
paper_233,author_1326
paper_233,author_1327
paper_233,author_1315
paper_233,author_369
paper_233,author_1328
paper_234,author_1329
paper_235,author_1330
paper_235,author_1331
paper_235,author_1332
paper_235,author_292
paper_235,author_1333
paper_235,author_1334
paper_236,author_644
paper_236,author_1335
paper_236,author_1336
paper_236,author_1337
paper_236,author_1338
paper_236,author_643
paper_236,author_647
paper_237,author_1339
paper_237,author_1340
paper_237,author_1341
paper_237,author_1342
paper_237,author_1343
paper_238,author_1344
paper_238,author_1345
paper_238,author_1346
paper_238,author_1347
paper_238,author_1348
paper_238,author_1349
paper_238,author_1350
paper_238,author_294
paper_239,author_1351
paper_239,author_1352
paper_239,author_1353
paper_239,author_1354
paper_240,author_1355
paper_241,author_1356
paper_242,author_1357
paper_242,author_1358
paper_242,author_1359
paper_242,author_1360
paper_242,author_1361
paper_242,author_1362
paper_243,author_1363
paper_243,author_1364
paper_243,author_1365
paper_243,author_1366
paper_243,author_1367
paper_243,author_1368
paper_243,author_1369
paper_243,author_1370
paper_243,author_1371
paper_244,author_1372
paper_244,author_1373
paper_245,author_1374
paper_245,author_1375
paper_245,author_726
paper_245,author_1376
paper_245,author_1377
paper_245,author_1378
paper_245,author_1379
paper_246,author_1380
paper_246,author_1381
paper_247,author_1382
paper_247,author_1383
paper_247,author_1384
paper_247,author_1385
paper_247,author_1386
paper_247,author_1387
paper_247,author_802
paper_247,author_1388
paper_247,author_1389
paper_248,author_1390
paper_248,author_93
paper_248,author_1391
paper_248,author_1392
paper_248,author_1393
paper_249,author_1394
paper_249,author_1395
paper_249,author_1396
paper_250,author_1397
paper_250,author_1398
paper_250,author_1399
paper_250,author_1400
paper_251,author_1401
paper_251,author_1402
paper_251,author_1403
paper_251,author_1404
paper_251,author_1405
paper_251,author_1406
paper_251,author_1407
paper_251,author_484
paper_251,author_1408
